Year,MotherID,East,GroupSize,RelFemAlong,FIDAdFem,Observer,TestNumber,DifferenceDays,DataFile,YoungID,AvFIDJuv,Sex,AvPYMov,AgeCapture,JuvSurv
2019,311,8225,1,0,11,Weliton,5,181,AdFemFID,0,NA,0,NA,0,NA
2017,314,7946,3,SA,11,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,314,7921,3,SA,1,Weliton,2,6,AdFemFID,0,NA,0,NA,0,NA
2017,314,7920,1,0,2,Weliton,3,12,AdFemFID,0,NA,0,NA,0,NA
2017,318,7442,1,RegPY,23,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,318,7411,1,RegPY,16,Weliton,2,3,AdFemFID,0,NA,0,NA,0,NA
2017,318,7273,3,LPY,8,Weliton,3,31,AdFemFID,0,NA,0,NA,0,NA
2017,318,7359,1,LPY,16,Weliton,4,1,AdFemFID,0,NA,0,NA,0,NA
2018,318,7031,2,SA,7,Weliton,5,185,AdFemFID,0,NA,0,NA,0,NA
2018,318,7543,1,0,7,Weliton,6,171,AdFemFID,0,NA,0,NA,0,NA
2018,318,7458,2,0,10,Weliton,7,15,AdFemFID,0,NA,0,NA,0,NA
2019,318,7389,2,0,9,Carolina,8,164,AdFemFID,0,NA,0,NA,0,NA
2019,318,7520,2,0,14,Carolina,9,17,AdFemFID,0,NA,0,NA,0,NA
2019,318,7369,2,0,13,Carolina,10,3,AdFemFID,0,NA,0,NA,0,NA
2019,318,7444,2,SA,7,Carolina,11,1,AdFemFID,0,NA,0,NA,0,NA
2017,337,8110,3,0,18,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,337,7906,2,0,6,Weliton,2,13,AdFemFID,0,NA,0,NA,0,NA
2017,337,7963,2,0,5,Weliton,3,5,AdFemFID,0,NA,0,NA,0,NA
2018,337,7908,1,LPY,6,Weliton,4,355,AdFemFID,0,NA,0,NA,0,NA
2018,337,7926,1,RegPY,6,Weliton,5,4,AdFemFID,0,NA,0,NA,0,NA
2018,337,7981,1,LPY,8,Weliton,6,16,AdFemFID,0,NA,0,NA,0,NA
2017,342,7994,3,SA,4,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,342,7987,5,0,7,Weliton,2,3,AdFemFID,0,NA,0,NA,0,NA
2017,342,8197,3,0,8,Weliton,3,84,AdFemFID,0,NA,0,NA,0,NA
2018,342,7947,1,0,7,Weliton,4,125,AdFemFID,0,NA,0,NA,0,NA
2018,342,8260,1,0,6,Weliton,5,3,AdFemFID,0,NA,0,NA,0,NA
2018,342,7959,2,0,7,Weliton,6,154,AdFemFID,0,NA,0,NA,0,NA
2018,342,8074,3,0,4,Weliton,7,15,AdFemFID,0,NA,0,NA,0,NA
2018,342,7969,1,0,10,Weliton,8,27,AdFemFID,0,NA,0,NA,0,NA
2019,342,7860,2,0,4,Carolina,9,174,AdFemFID,0,NA,0,NA,0,NA
2019,342,7929,4,0,4,Carolina,10,1,AdFemFID,0,NA,0,NA,0,NA
2019,342,7965,1,0,8,Carolina,11,3,AdFemFID,0,NA,0,NA,0,NA
2017,349,7376,4,0,8,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,349,7579,1,0,6,Weliton,2,1,AdFemFID,0,NA,0,NA,0,NA
2017,349,6991,1,0,4,Weliton,3,81,AdFemFID,0,NA,0,NA,0,NA
2017,349,7070,3,0,4,Weliton,4,1,AdFemFID,0,NA,0,NA,0,NA
2018,349,7022,3,LPY,7,Weliton,5,273,AdFemFID,0,NA,0,NA,0,NA
2018,349,7048,1,LPY,4,Weliton,6,15,AdFemFID,0,NA,0,NA,0,NA
2019,349,7276,3,0,11,Carolina,7,184,AdFemFID,0,NA,0,NA,0,NA
2019,349,7024,1,RegPY,10,Weliton,8,2,AdFemFID,0,NA,0,NA,0,NA
2017,386,8221,1,0,5,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,386,8173,1,0,2,Weliton,2,3,AdFemFID,0,NA,0,NA,0,NA
2017,387,8156,1,LPY,10,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,387,8252,1,LPY,15,Weliton,2,40,AdFemFID,0,NA,0,NA,0,NA
2017,387,8081,1,LPY,13,Weliton,3,28,AdFemFID,0,NA,0,NA,0,NA
2018,387,8085,1,0,7,Weliton,4,315,AdFemFID,0,NA,0,NA,0,NA
2018,387,8107,1,0,10,Weliton,5,3,AdFemFID,0,NA,0,NA,0,NA
2019,387,8113,2,0,9,Carolina,6,181,AdFemFID,0,NA,0,NA,0,NA
2019,387,8198,1,0,13,Carolina,7,20,AdFemFID,0,NA,0,NA,0,NA
2019,387,8203,2,SA,9,Carolina,8,2,AdFemFID,0,NA,0,NA,0,NA
2017,391,8491,4,0,4,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,391,8310,2,0,13,Weliton,2,18,AdFemFID,0,NA,0,NA,0,NA
2018,391,8180,2,0,13,Weliton,3,366,AdFemFID,0,NA,0,NA,0,NA
2018,391,8140,1,0,12,Weliton,4,22,AdFemFID,0,NA,0,NA,0,NA
2018,391,8229,1,0,11,Weliton,5,8,AdFemFID,0,NA,0,NA,0,NA
2019,391,8112,2,0,9,Carolina,6,152,AdFemFID,0,NA,0,NA,0,NA
2019,391,8279,1,0,9,Carolina,7,19,AdFemFID,0,NA,0,NA,0,NA
2019,391,8033,3,0,5,Carolina,8,1,AdFemFID,0,NA,0,NA,0,NA
2019,391,8149,3,0,5,Carolina,9,1,AdFemFID,0,NA,0,NA,0,NA
2019,391,8207,2,0,7,Carolina,10,1,AdFemFID,0,NA,0,NA,0,NA
2017,394,7811,1,0,4,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,394,7928,3,0,3,Weliton,2,6,AdFemFID,0,NA,0,NA,0,NA
2017,394,8005,2,0,4,Weliton,3,7,AdFemFID,0,NA,0,NA,0,NA
2017,394,8005,3,0,5,Weliton,4,13,AdFemFID,0,NA,0,NA,0,NA
2017,396,7068,2,0,5,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,396,6960,1,0,7,Weliton,2,97,AdFemFID,0,NA,0,NA,0,NA
2018,396,7021,1,0,4,Weliton,3,98,AdFemFID,0,NA,0,NA,0,NA
2017,429,7803,1,LPY,5,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,429,7930,1,LPY,8,Weliton,2,1,AdFemFID,0,NA,0,NA,0,NA
2017,429,7931,1,LPY,8,Weliton,3,5,AdFemFID,0,NA,0,NA,0,NA
2017,429,7791,1,LPY,10,Weliton,4,7,AdFemFID,0,NA,0,NA,0,NA
2017,429,7757,1,LPY,11,Weliton,5,6,AdFemFID,0,NA,0,NA,0,NA
2017,429,7889,1,LPY,5,Weliton,6,51,AdFemFID,0,NA,0,NA,0,NA
2018,429,7909,1,0,4,Weliton,7,143,AdFemFID,0,NA,0,NA,0,NA
2018,429,7966,3,SA,4,Weliton,8,6,AdFemFID,0,NA,0,NA,0,NA
2018,429,7830,2,SA,6,Weliton,9,165,AdFemFID,0,NA,0,NA,0,NA
2018,429,7752,2,SA,7,Weliton,10,20,AdFemFID,0,NA,0,NA,0,NA
2019,429,7724,1,0,4,Weliton,11,156,AdFemFID,0,NA,0,NA,0,NA
2019,429,8109,1,0,5,Carolina,12,2,AdFemFID,0,NA,0,NA,0,NA
2019,429,7574,2,0,9,Carolina,13,18,AdFemFID,0,NA,0,NA,0,NA
2019,429,8001,3,SA,6,Carolina,14,2,AdFemFID,0,NA,0,NA,0,NA
2017,431,7913,2,0,8,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,431,7976,1,0,7,Weliton,2,4,AdFemFID,0,NA,0,NA,0,NA
2017,431,8005,2,0,4,Weliton,3,36,AdFemFID,0,NA,0,NA,0,NA
2017,431,7981,2,0,10,Weliton,4,50,AdFemFID,0,NA,0,NA,0,NA
2018,431,7923,1,0,8,Weliton,5,127,AdFemFID,0,NA,0,NA,0,NA
2018,431,8177,2,0,7,Weliton,6,1,AdFemFID,0,NA,0,NA,0,NA
2018,431,7920,1,0,9,Weliton,7,154,AdFemFID,0,NA,0,NA,0,NA
2017,447,7311,2,0,4,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,447,6988,2,0,6,Weliton,2,28,AdFemFID,0,NA,0,NA,0,NA
2017,447,7299,2,0,3,Weliton,3,1,AdFemFID,0,NA,0,NA,0,NA
2017,471,7550,2,LPY,14,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,471,7352,1,LPY,6,Weliton,2,2,AdFemFID,0,NA,0,NA,0,NA
2017,471,7480,1,LPY,5,Weliton,3,7,AdFemFID,0,NA,0,NA,0,NA
2017,471,7554,4,LPY,12,Weliton,4,10,AdFemFID,0,NA,0,NA,0,NA
2017,471,7527,2,LPY,4,Weliton,5,16,AdFemFID,0,NA,0,NA,0,NA
2017,471,7620,1,LPY,8,Weliton,6,50,AdFemFID,0,NA,0,NA,0,NA
2018,471,7337,2,SA,5,Weliton,7,132,AdFemFID,0,NA,0,NA,0,NA
2018,471,7546,2,SA,9,Weliton,8,3,AdFemFID,0,NA,0,NA,0,NA
2018,471,7349,2,SA,7,Weliton,9,150,AdFemFID,0,NA,0,NA,0,NA
2018,471,7657,1,0,4,Weliton,10,21,AdFemFID,0,NA,0,NA,0,NA
2019,471,7666,2,SA,10,Carolina,11,202,AdFemFID,0,NA,0,NA,0,NA
2017,485,7719,1,0,3,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,485,7692,1,0,3,Weliton,2,5,AdFemFID,0,NA,0,NA,0,NA
2017,485,7714,1,0,7,Weliton,3,14,AdFemFID,0,NA,0,NA,0,NA
2018,485,7236,1,0,2,Weliton,4,189,AdFemFID,0,NA,0,NA,0,NA
2018,485,7820,1,0,0.5,Weliton,5,11,AdFemFID,0,NA,0,NA,0,NA
2017,491,7432,2,SA,8,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,491,7549,2,SA,5,Weliton,2,30,AdFemFID,0,NA,0,NA,0,NA
2017,491,7450,2,SA,4,Weliton,3,50,AdFemFID,0,NA,0,NA,0,NA
2017,492,7593,2,RegPY,8,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,492,7419,2,LPY,5,Weliton,2,31,AdFemFID,0,NA,0,NA,0,NA
2017,492,7291,1,LPY,5,Weliton,3,91,AdFemFID,0,NA,0,NA,0,NA
2018,492,7236,2,LPY,8,Weliton,4,246,AdFemFID,0,NA,0,NA,0,NA
2018,492,7584,2,LPY,6,Weliton,5,22,AdFemFID,0,NA,0,NA,0,NA
2018,492,7301,1,LPY,10,Weliton,6,13,AdFemFID,0,NA,0,NA,0,NA
2017,503,7253,2,0,2,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,503,7300,3,0,6,Weliton,2,2,AdFemFID,0,NA,0,NA,0,NA
2017,503,7516,1,0,7,Weliton,3,15,AdFemFID,0,NA,0,NA,0,NA
2017,503,7379,4,0,6,Weliton,4,5,AdFemFID,0,NA,0,NA,0,NA
2017,503,7247,2,LPY,5,Weliton,5,66,AdFemFID,0,NA,0,NA,0,NA
2018,503,7208,1,0,6,Weliton,6,123,AdFemFID,0,NA,0,NA,0,NA
2018,503,7499,1,RegPY,6,Weliton,7,6,AdFemFID,0,NA,0,NA,0,NA
2018,503,7078,1,LPY,2,Weliton,8,168,AdFemFID,0,NA,0,NA,0,NA
2018,503,7259,1,RegPY,4,Weliton,9,23,AdFemFID,0,NA,0,NA,0,NA
2017,508,7643,2,0,2,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,510,8106,1,0,12,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,510,8188,2,0,7,Weliton,2,7,AdFemFID,0,NA,0,NA,0,NA
2017,510,8165,1,0,11,Weliton,3,3,AdFemFID,0,NA,0,NA,0,NA
2018,510,8183,1,0,8,Weliton,4,93,AdFemFID,0,NA,0,NA,0,NA
2018,510,8127,1,LPY,14,Weliton,5,154,AdFemFID,0,NA,0,NA,0,NA
2018,510,7924,1,LPY,9,Weliton,6,23,AdFemFID,0,NA,0,NA,0,NA
2019,510,7734,1,0,10,Weliton,7,170,AdFemFID,0,NA,0,NA,0,NA
2017,517,7599,1,0,1,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,519,7538,2,0,8,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,519,7562,1,RegPY,5,Weliton,2,2,AdFemFID,0,NA,0,NA,0,NA
2017,519,7586,1,0,7,Weliton,3,32,AdFemFID,0,NA,0,NA,0,NA
2017,519,7664,1,0,9,Weliton,4,53,AdFemFID,0,NA,0,NA,0,NA
2018,519,7592,1,0,5,Weliton,5,130,AdFemFID,0,NA,0,NA,0,NA
2018,519,7465,1,LPY,2,Weliton,6,153,AdFemFID,0,NA,0,NA,0,NA
2018,519,7429,1,LPY,14,Weliton,7,1,AdFemFID,0,NA,0,NA,0,NA
2018,519,7421,1,LPY,5,Weliton,8,44,AdFemFID,0,NA,0,NA,0,NA
2019,519,7568,3,0,5,Carolina,9,173,AdFemFID,0,NA,0,NA,0,NA
2019,519,7588,2,SA,1,Carolina,10,2,AdFemFID,0,NA,0,NA,0,NA
2017,521,7335,5,0,10,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,521,7535,1,0,5,Weliton,2,20,AdFemFID,0,NA,0,NA,0,NA
2017,521,7486,2,SA,9,Weliton,3,16,AdFemFID,0,NA,0,NA,0,NA
2018,521,7578,2,RegPY,6,Weliton,4,178,AdFemFID,0,NA,0,NA,0,NA
2018,521,7247,1,0,5,Weliton,5,3,AdFemFID,0,NA,0,NA,0,NA
2018,521,7467,1,LPY,11,Weliton,6,155,AdFemFID,0,NA,0,NA,0,NA
2018,521,7323,1,LPY,7,Weliton,7,14,AdFemFID,0,NA,0,NA,0,NA
2018,521,7540,2,LPY,11,Weliton,8,19,AdFemFID,0,NA,0,NA,0,NA
2018,521,7568,1,LPY,12,Weliton,9,6,AdFemFID,0,NA,0,NA,0,NA
2019,521,7635,1,0,4,Carolina,10,155,AdFemFID,0,NA,0,NA,0,NA
2019,521,7442,2,0,5,Carolina,11,3,AdFemFID,0,NA,0,NA,0,NA
2017,522,7402,2,RegPY,4,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,522,7380,3,LPY,7,Weliton,2,34,AdFemFID,0,NA,0,NA,0,NA
2017,522,7545,2,RegPY,5,Weliton,3,2,AdFemFID,0,NA,0,NA,0,NA
2017,522,7467,1,LPY,2,Weliton,4,46,AdFemFID,0,NA,0,NA,0,NA
2018,522,7541,1,0,6,Weliton,5,143,AdFemFID,0,NA,0,NA,0,NA
2018,522,7441,1,0,5,Weliton,6,162,AdFemFID,0,NA,0,NA,0,NA
2018,522,7349,2,0,4,Weliton,7,31,AdFemFID,0,NA,0,NA,0,NA
2019,522,7437,2,0,3,Carolina,8,169,AdFemFID,0,NA,0,NA,0,NA
2019,522,7304,1,0,9,Carolina,9,7,AdFemFID,0,NA,0,NA,0,NA
2017,523,7867,2,0,5,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,523,7921,2,SA,1,Weliton,2,9,AdFemFID,0,NA,0,NA,0,NA
2017,525,7692,3,0,11,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,525,7897,2,SA,12,Weliton,2,111,AdFemFID,0,NA,0,NA,0,NA
2017,525,7785,1,0,13,Weliton,3,2,AdFemFID,0,NA,0,NA,0,NA
2018,525,7835,1,RegPY,13,Weliton,4,99,AdFemFID,0,NA,0,NA,0,NA
2018,525,7712,2,0,5,Weliton,5,164,AdFemFID,0,NA,0,NA,0,NA
2018,525,7826,1,0,10,Weliton,6,35,AdFemFID,0,NA,0,NA,0,NA
2018,525,7749,1,0,12,Weliton,7,27,AdFemFID,0,NA,0,NA,0,NA
2019,525,7414,3,0,6,Carolina,8,138,AdFemFID,0,NA,0,NA,0,NA
2019,525,7721,4,0,3,Carolina,9,5,AdFemFID,0,NA,0,NA,0,NA
2017,529,8395,2,0,14,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,529,8345,2,0,9,Weliton,2,4,AdFemFID,0,NA,0,NA,0,NA
2018,529,8309,2,RegPY,12,Weliton,3,92,AdFemFID,0,NA,0,NA,0,NA
2018,529,8125,2,SA,10,Weliton,4,180,AdFemFID,0,NA,0,NA,0,NA
2018,529,8279,2,0,6,Weliton,5,29,AdFemFID,0,NA,0,NA,0,NA
2017,54,7208,2,SA,7,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,54,7457,1,0,7,Weliton,2,20,AdFemFID,0,NA,0,NA,0,NA
2017,553,7622,1,LPY,13,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,553,7313,1,LPY,9,Weliton,2,34,AdFemFID,0,NA,0,NA,0,NA
2017,553,7254,3,LPY,8,Weliton,3,49,AdFemFID,0,NA,0,NA,0,NA
2018,553,7300,1,LPY,13,Weliton,4,301,AdFemFID,0,NA,0,NA,0,NA
2018,553,7268,1,LPY,8,Weliton,5,19,AdFemFID,0,NA,0,NA,0,NA
2019,553,7590,1,0,21,Carolina,6,162,AdFemFID,0,NA,0,NA,0,NA
2019,553,7421,1,0,9,Weliton,7,30,AdFemFID,0,NA,0,NA,0,NA
2017,557,7556,2,0,5,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,557,7539,2,0,6,Weliton,2,21,AdFemFID,0,NA,0,NA,0,NA
2017,557,7611,1,0,6,Weliton,3,15,AdFemFID,0,NA,0,NA,0,NA
2017,557,7255,2,0,6,Weliton,4,80,AdFemFID,0,NA,0,NA,0,NA
2017,557,7543,2,0,4,Weliton,5,7,AdFemFID,0,NA,0,NA,0,NA
2018,557,7510,1,0,5,Weliton,6,95,AdFemFID,0,NA,0,NA,0,NA
2018,557,7477,1,RegPY,4,Weliton,7,3,AdFemFID,0,NA,0,NA,0,NA
2018,557,7492,1,0,4,Weliton,8,168,AdFemFID,0,NA,0,NA,0,NA
2017,558,7456,2,SA,9,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,558,7597,2,0,4,Weliton,2,6,AdFemFID,0,NA,0,NA,0,NA
2017,558,7557,2,0,7,Weliton,3,16,AdFemFID,0,NA,0,NA,0,NA
2018,558,7283,1,0,8,Weliton,4,185,AdFemFID,0,NA,0,NA,0,NA
2018,558,7417,1,LPY,5,Weliton,5,169,AdFemFID,0,NA,0,NA,0,NA
2018,558,7474,1,LPY,6,Weliton,6,25,AdFemFID,0,NA,0,NA,0,NA
2019,558,7377,4,SA,8,Carolina,7,157,AdFemFID,0,NA,0,NA,0,NA
2019,558,7384,1,0,10,Carolina,8,19,AdFemFID,0,NA,0,NA,0,NA
2017,562,8393,5,SA,15,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,562,8226,4,SA,13,Weliton,2,73,AdFemFID,0,NA,0,NA,0,NA
2017,562,8364,2,SA,9,Weliton,3,49,AdFemFID,0,NA,0,NA,0,NA
2018,562,8255,2,0,3,Weliton,4,92,AdFemFID,0,NA,0,NA,0,NA
2018,562,8152,1,0,13,Weliton,5,170,AdFemFID,0,NA,0,NA,0,NA
2018,562,8370,2,0,11,Weliton,6,5,AdFemFID,0,NA,0,NA,0,NA
2019,562,8287,3,0,18,Carolina,7,197,AdFemFID,0,NA,0,NA,0,NA
2019,562,8217,2,0,6,Carolina,8,2,AdFemFID,0,NA,0,NA,0,NA
2017,578,7991,2,LPY,6,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,578,7653,3,LPY,5,Weliton,2,6,AdFemFID,0,NA,0,NA,0,NA
2017,578,8041,3,LPY,6,Weliton,3,78,AdFemFID,0,NA,0,NA,0,NA
2018,578,7573,1,0,5,Weliton,4,128,AdFemFID,0,NA,0,NA,0,NA
2017,586,7818,1,0,7,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,586,8121,1,0,6,Weliton,2,111,AdFemFID,0,NA,0,NA,0,NA
2018,586,8266,1,0,8,Weliton,3,99,AdFemFID,0,NA,0,NA,0,NA
2018,586,8027,2,0,5,Weliton,4,9,AdFemFID,0,NA,0,NA,0,NA
2018,586,7783,3,0,8,Weliton,5,165,AdFemFID,0,NA,0,NA,0,NA
2018,586,7597,1,0,7,Weliton,6,19,AdFemFID,0,NA,0,NA,0,NA
2019,586,7232,3,0,7,Carolina,7,160,AdFemFID,0,NA,0,NA,0,NA
2019,586,7626,2,0,9,Carolina,8,17,AdFemFID,0,NA,0,NA,0,NA
2019,586,7471,2,SA,4,Carolina,9,4,AdFemFID,0,NA,0,NA,0,NA
2019,586,7491,1,0,5,Carolina,10,2,AdFemFID,0,NA,0,NA,0,NA
2017,603,7227,3,SA,7,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,603,7431,1,0,2,Weliton,2,33,AdFemFID,0,NA,0,NA,0,NA
2017,603,7363,2,SA,7,Weliton,3,2,AdFemFID,0,NA,0,NA,0,NA
2017,603,7498,2,SA,2,Weliton,4,1,AdFemFID,0,NA,0,NA,0,NA
2017,607,7518,2,RegPY,4,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,607,7537,1,RegPY,10,Weliton,2,13,AdFemFID,0,NA,0,NA,0,NA
2017,607,7415,1,RegPY,6,Weliton,3,5,AdFemFID,0,NA,0,NA,0,NA
2018,607,7033,1,0,3,Weliton,4,185,AdFemFID,0,NA,0,NA,0,NA
2018,607,7054,1,0,3,Weliton,5,4,AdFemFID,0,NA,0,NA,0,NA
2018,607,7456,2,0,9,Weliton,6,151,AdFemFID,0,NA,0,NA,0,NA
2018,607,7318,2,0,2,Weliton,7,16,AdFemFID,0,NA,0,NA,0,NA
2018,607,7519,1,0,4,Weliton,8,34,AdFemFID,0,NA,0,NA,0,NA
2019,607,7424,2,0,5,Weliton,9,145,AdFemFID,0,NA,0,NA,0,NA
2019,607,7251,2,0,8,Carolina,10,3,AdFemFID,0,NA,0,NA,0,NA
2019,607,7234,4,0,3,Carolina,11,25,AdFemFID,0,NA,0,NA,0,NA
2017,612,7009,3,LPY,3,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2018,612,6956,2,SA,15,Weliton,2,357,AdFemFID,0,NA,0,NA,0,NA
2018,612,7295,2,SA,6,Weliton,3,15,AdFemFID,0,NA,0,NA,0,NA
2017,623,7916,5,LPY,5,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,623,7529,2,LPY,5,Weliton,2,27,AdFemFID,0,NA,0,NA,0,NA
2018,623,7533,1,0,4,Weliton,3,185,AdFemFID,0,NA,0,NA,0,NA
2018,623,7741,1,0,3,Weliton,4,1,AdFemFID,0,NA,0,NA,0,NA
2018,623,7467,1,0,7,Weliton,5,146,AdFemFID,0,NA,0,NA,0,NA
2018,623,7693,1,0,4,Weliton,6,18,AdFemFID,0,NA,0,NA,0,NA
2018,623,7884,2,SA,5,Weliton,7,23,AdFemFID,0,NA,0,NA,0,NA
2019,623,7744,4,0,3,Carolina,8,159,AdFemFID,0,NA,0,NA,0,NA
2019,623,7835,1,0,2,Carolina,9,21,AdFemFID,0,NA,0,NA,0,NA
2017,625,7495,1,0,8,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,625,7298,1,0,11,Weliton,2,17,AdFemFID,0,NA,0,NA,0,NA
2017,625,7500,1,0,6,Weliton,3,7,AdFemFID,0,NA,0,NA,0,NA
2018,625,7342,4,RegPY,4,Weliton,4,334,AdFemFID,0,NA,0,NA,0,NA
2018,625,7381,2,0,4,Weliton,5,47,AdFemFID,0,NA,0,NA,0,NA
2019,625,7480,2,0,6,Carolina,6,169,AdFemFID,0,NA,0,NA,0,NA
2019,625,7579,5,0,2,Carolina,7,4,AdFemFID,0,NA,0,NA,0,NA
2017,635,7573,2,0,9,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,635,7420,1,0,7,Weliton,2,32,AdFemFID,0,NA,0,NA,0,NA
2017,635,7524,2,0,5,Weliton,3,4,AdFemFID,0,NA,0,NA,0,NA
2018,635,7365,2,0,5,Weliton,4,182,AdFemFID,0,NA,0,NA,0,NA
2018,635,7549,2,RegPY,4,Weliton,5,3,AdFemFID,0,NA,0,NA,0,NA
2018,635,7404,2,RegPY,2,Weliton,6,150,AdFemFID,0,NA,0,NA,0,NA
2018,635,7244,1,RegPY,5,Weliton,7,1,AdFemFID,0,NA,0,NA,0,NA
2018,635,7382,1,LPY,14,Weliton,8,34,AdFemFID,0,NA,0,NA,0,NA
2018,635,7449,1,LPY,4,Weliton,9,6,AdFemFID,0,NA,0,NA,0,NA
2019,635,7492,1,0,5,Carolina,10,156,AdFemFID,0,NA,0,NA,0,NA
2019,635,7463,4,SA,20,Carolina,11,2,AdFemFID,0,NA,0,NA,0,NA
2019,635,7405,2,SA,7,Carolina,12,19,AdFemFID,0,NA,0,NA,0,NA
2017,64,7936,1,0,6,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,64,8019,1,0,9,Weliton,2,3,AdFemFID,0,NA,0,NA,0,NA
2017,64,8303,1,0,12,Weliton,3,45,AdFemFID,0,NA,0,NA,0,NA
2018,64,7054,1,0,16,Weliton,4,91,AdFemFID,0,NA,0,NA,0,NA
2018,64,7992,1,0,5,Weliton,5,10,AdFemFID,0,NA,0,NA,0,NA
2017,643,8026,4,0,11,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,643,7851,1,0,7,Weliton,2,74,AdFemFID,0,NA,0,NA,0,NA
2018,643,8219,1,0,3,Weliton,3,140,AdFemFID,0,NA,0,NA,0,NA
2018,643,8103,3,0,8,Weliton,4,168,AdFemFID,0,NA,0,NA,0,NA
2018,643,7942,1,0,4,Weliton,5,13,AdFemFID,0,NA,0,NA,0,NA
2018,643,7937,1,0,6,Weliton,6,12,AdFemFID,0,NA,0,NA,0,NA
2019,643,8023,2,0,4,Carolina,7,178,AdFemFID,0,NA,0,NA,0,NA
2017,645,8252,3,0,10,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,645,8076,2,0,8,Weliton,2,68,AdFemFID,0,NA,0,NA,0,NA
2017,645,7930,1,0,9,Weliton,3,7,AdFemFID,0,NA,0,NA,0,NA
2018,645,8094,2,LPY,13,Weliton,4,149,AdFemFID,0,NA,0,NA,0,NA
2018,645,7923,1,RegPY,12,Weliton,5,159,AdFemFID,0,NA,0,NA,0,NA
2018,645,8081,2,RegPY,8,Weliton,6,35,AdFemFID,0,NA,0,NA,0,NA
2019,645,8007,1,0,6,Carolina,7,148,AdFemFID,0,NA,0,NA,0,NA
2019,645,8076,2,SA,5,Carolina,8,20,AdFemFID,0,NA,0,NA,0,NA
2019,645,8179,3,SA,5,Carolina,9,0,AdFemFID,0,NA,0,NA,0,NA
2019,645,8160,3,SA,9,Carolina,10,1,AdFemFID,0,NA,0,NA,0,NA
2019,645,8243,2,SA,5,Carolina,11,2,AdFemFID,0,NA,0,NA,0,NA
2017,647,7923,1,RegPY,5,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,647,7604,1,LPY,6,Weliton,2,24,AdFemFID,0,NA,0,NA,0,NA
2017,647,7942,1,LPY,11,Weliton,3,12,AdFemFID,0,NA,0,NA,0,NA
2018,647,7951,1,0,4,Weliton,4,182,AdFemFID,0,NA,0,NA,0,NA
2018,647,7776,2,0,7,Weliton,5,153,AdFemFID,0,NA,0,NA,0,NA
2018,647,7987,2,SA,5,Weliton,6,40,AdFemFID,0,NA,0,NA,0,NA
2019,647,7843,1,0,6,Weliton,7,154,AdFemFID,0,NA,0,NA,0,NA
