Year,MotherID,East,GroupSize,RelFemAlong,FIDAdFem,Observer,TestNumber,DifferenceDays,DataFile,YoungID,AvFIDJuv,Sex,AvPYMov,AgeCapture,JuvSurv
2019,647,7979,4,0,9,Carolina,8,21,AdFemFID,0,NA,0,NA,0,NA
2019,647,8122,2,0,6,Carolina,9,2,AdFemFID,0,NA,0,NA,0,NA
2019,647,7985,2,0,9,Carolina,10,1,AdFemFID,0,NA,0,NA,0,NA
2017,666,7087,2,LPY,3,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,666,7374,3,LPY,1,Weliton,2,5,AdFemFID,0,NA,0,NA,0,NA
2017,666,7471,2,LPY,4,Weliton,3,2,AdFemFID,0,NA,0,NA,0,NA
2018,666,6994,2,SA,5,Weliton,4,185,AdFemFID,0,NA,0,NA,0,NA
2017,679,7816,4,RegPY,5,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,679,7550,2,LPY,7,Weliton,2,32,AdFemFID,0,NA,0,NA,0,NA
2017,679,7500,2,LPY,13,Weliton,3,4,AdFemFID,0,NA,0,NA,0,NA
2017,679,7966,1,LPY,10,Weliton,4,3,AdFemFID,0,NA,0,NA,0,NA
2017,680,8007,1,0,6,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,680,7923,2,0,10,Weliton,2,71,AdFemFID,0,NA,0,NA,0,NA
2018,680,8010,2,LPY,5,Weliton,3,311,AdFemFID,0,NA,0,NA,0,NA
2018,680,7977,2,LPY,5,Weliton,4,7,AdFemFID,0,NA,0,NA,0,NA
2018,680,7584,1,LPY,4,Weliton,5,18,AdFemFID,0,NA,0,NA,0,NA
2019,680,7497,3,SA,13,Carolina,6,157,AdFemFID,0,NA,0,NA,0,NA
2017,718,7767,1,RegPY,8,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,718,7600,3,LPY,10,Weliton,2,6,AdFemFID,0,NA,0,NA,0,NA
2017,718,7486,2,RegPY,7,Weliton,3,26,AdFemFID,0,NA,0,NA,0,NA
2018,718,7464,1,0,4,Weliton,4,175,AdFemFID,0,NA,0,NA,0,NA
2018,718,7574,1,0,6,Weliton,5,10,AdFemFID,0,NA,0,NA,0,NA
2018,718,7472,1,0,4,Weliton,6,147,AdFemFID,0,NA,0,NA,0,NA
2018,718,7290,1,0,1,Weliton,7,2,AdFemFID,0,NA,0,NA,0,NA
2018,718,7838,1,0,4,Weliton,8,20,AdFemFID,0,NA,0,NA,0,NA
2017,729,7656,1,0,2,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,729,7547,1,0,6,Weliton,2,8,AdFemFID,0,NA,0,NA,0,NA
2017,729,7616,3,SA,5,Weliton,3,28,AdFemFID,0,NA,0,NA,0,NA
2017,731,7732,2,SA,4,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,731,7959,2,RegPY,4,Weliton,2,7,AdFemFID,0,NA,0,NA,0,NA
2017,731,7957,1,RegPY,7,Weliton,3,17,AdFemFID,0,NA,0,NA,0,NA
2017,731,7989,1,RegPY,10,Weliton,4,8,AdFemFID,0,NA,0,NA,0,NA
2018,731,8038,2,0,2,Weliton,5,193,AdFemFID,0,NA,0,NA,0,NA
2018,731,7976,2,SA,2,Weliton,6,164,AdFemFID,0,NA,0,NA,0,NA
2018,731,7974,2,SA,8,Weliton,7,28,AdFemFID,0,NA,0,NA,0,NA
2019,731,8028,4,SA,4,Carolina,8,170,AdFemFID,0,NA,0,NA,0,NA
2019,731,8021,3,SA,4,Carolina,9,2,AdFemFID,0,NA,0,NA,0,NA
2017,734,8462,2,0,6,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,734,8222,3,SA,9,Weliton,2,18,AdFemFID,0,NA,0,NA,0,NA
2017,734,8052,2,SA,12,Weliton,3,20,AdFemFID,0,NA,0,NA,0,NA
2017,734,8254,1,0,6,Weliton,4,1,AdFemFID,0,NA,0,NA,0,NA
2017,734,8101,3,SA,6,Weliton,5,28,AdFemFID,0,NA,0,NA,0,NA
2018,734,8320,1,0,5,Weliton,6,156,AdFemFID,0,NA,0,NA,0,NA
2018,734,8254,1,0,9,Weliton,7,161,AdFemFID,0,NA,0,NA,0,NA
2018,734,7990,2,0,8,Weliton,8,33,AdFemFID,0,NA,0,NA,0,NA
2019,734,8152,1,0,5,Carolina,9,149,AdFemFID,0,NA,0,NA,0,NA
2019,734,8287,1,0,4,Carolina,10,19,AdFemFID,0,NA,0,NA,0,NA
2019,734,8060,1,0,2,Carolina,11,1,AdFemFID,0,NA,0,NA,0,NA
2019,734,8081,1,0,6,Carolina,12,2,AdFemFID,0,NA,0,NA,0,NA
2017,743,7545,2,RegPY,4,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,743,7585,1,RegPY,13,Weliton,2,19,AdFemFID,0,NA,0,NA,0,NA
2017,743,7569,1,RegPY,5,Weliton,3,17,AdFemFID,0,NA,0,NA,0,NA
2017,743,7485,1,LPY,5,Weliton,4,46,AdFemFID,0,NA,0,NA,0,NA
2018,743,7727,1,0,3,Weliton,5,134,AdFemFID,0,NA,0,NA,0,NA
2018,743,7587,2,0,6,Weliton,6,3,AdFemFID,0,NA,0,NA,0,NA
2018,743,7476,1,0,2,Weliton,7,152,AdFemFID,0,NA,0,NA,0,NA
2018,743,7404,1,0,7,Weliton,8,18,AdFemFID,0,NA,0,NA,0,NA
2019,743,7544,2,0,8,Carolina,9,179,AdFemFID,0,NA,0,NA,0,NA
2017,745,7900,2,SA,7,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,745,7699,2,SA,6,Weliton,2,104,AdFemFID,0,NA,0,NA,0,NA
2018,745,7706,1,0,4,Weliton,3,116,AdFemFID,0,NA,0,NA,0,NA
2018,745,7878,1,RegPY,7,Weliton,4,150,AdFemFID,0,NA,0,NA,0,NA
2018,745,7812,2,0,4,Weliton,5,37,AdFemFID,0,NA,0,NA,0,NA
2018,745,7820,1,0,7,Weliton,6,3,AdFemFID,0,NA,0,NA,0,NA
2019,745,7608,2,0,4,Carolina,7,152,AdFemFID,0,NA,0,NA,0,NA
2019,745,7669,4,0,8,Carolina,8,3,AdFemFID,0,NA,0,NA,0,NA
2019,745,7739,1,0,3,Carolina,9,24,AdFemFID,0,NA,0,NA,0,NA
2017,771,7951,1,0,7,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,771,7715,1,0,8,Weliton,2,32,AdFemFID,0,NA,0,NA,0,NA
2018,771,7721,2,LPY,7,Weliton,3,357,AdFemFID,0,NA,0,NA,0,NA
2018,771,7968,1,LPY,6,Weliton,4,21,AdFemFID,0,NA,0,NA,0,NA
2019,771,7908,2,SA,5,Carolina,5,157,AdFemFID,0,NA,0,NA,0,NA
2019,771,8034,6,SA,4,Carolina,6,17,AdFemFID,0,NA,0,NA,0,NA
2017,807,7484,2,LPY,7,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,807,7611,4,LPY,6,Weliton,2,3,AdFemFID,0,NA,0,NA,0,NA
2017,807,7472,1,LPY,7,Weliton,3,10,AdFemFID,0,NA,0,NA,0,NA
2018,807,7704,2,LPY,6,Weliton,4,380,AdFemFID,0,NA,0,NA,0,NA
2018,807,7362,1,LPY,3,Weliton,5,4,AdFemFID,0,NA,0,NA,0,NA
2018,807,7465,1,LPY,4,Weliton,6,15,AdFemFID,0,NA,0,NA,0,NA
2019,807,7284,2,SA,2,Carolina,7,159,AdFemFID,0,NA,0,NA,0,NA
2019,807,7267,2,SA,2,Carolina,8,23,AdFemFID,0,NA,0,NA,0,NA
2017,811,7259,1,0,10,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,811,7390,2,0,11,Weliton,2,30,AdFemFID,0,NA,0,NA,0,NA
2017,816,7999,3,LPY,17,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,821,7411,4,0,6,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,821,7516,2,0,3,Weliton,2,28,AdFemFID,0,NA,0,NA,0,NA
2017,821,7345,2,0,2,Weliton,3,1,AdFemFID,0,NA,0,NA,0,NA
2018,821,7343,1,0,5,Weliton,4,181,AdFemFID,0,NA,0,NA,0,NA
2018,821,7575,1,0,6,Weliton,5,8,AdFemFID,0,NA,0,NA,0,NA
2017,824,8001,2,SA,9,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,824,7990,5,SA,8,Weliton,2,19,AdFemFID,0,NA,0,NA,0,NA
2017,824,7672,2,0,15,Weliton,3,46,AdFemFID,0,NA,0,NA,0,NA
2018,824,7751,3,LPY,13,Weliton,4,308,AdFemFID,0,NA,0,NA,0,NA
2018,824,7995,2,LPY,7,Weliton,5,4,AdFemFID,0,NA,0,NA,0,NA
2018,824,7665,2,LPY,6,Weliton,6,18,AdFemFID,0,NA,0,NA,0,NA
2019,824,7652,2,SA,14,Carolina,7,175,AdFemFID,0,NA,0,NA,0,NA
2017,827,8186,1,RegPY,11,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,827,8134,1,LPY,12,Weliton,2,55,AdFemFID,0,NA,0,NA,0,NA
2017,827,8363,2,LPY,3,Weliton,3,51,AdFemFID,0,NA,0,NA,0,NA
2017,827,8524,2,LPY,11,Weliton,4,1,AdFemFID,0,NA,0,NA,0,NA
2018,827,8151,3,LPY,11,Weliton,5,260,AdFemFID,0,NA,0,NA,0,NA
2018,827,8165,2,LPY,6,Weliton,6,22,AdFemFID,0,NA,0,NA,0,NA
2018,827,7832,1,LPY,8,Weliton,7,2,AdFemFID,0,NA,0,NA,0,NA
2019,827,8469,3,SA,10,Carolina,8,180,AdFemFID,0,NA,0,NA,0,NA
2019,827,8132,3,0,8,Weliton,9,3,AdFemFID,0,NA,0,NA,0,NA
2017,831,8009,2,0,6,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,831,7776,1,RegPY,10,Weliton,2,79,AdFemFID,0,NA,0,NA,0,NA
2018,831,7610,1,0,3,Weliton,3,140,AdFemFID,0,NA,0,NA,0,NA
2018,831,7646,2,0,11,Weliton,4,152,AdFemFID,0,NA,0,NA,0,NA
2018,831,7840,1,RegPY,3,Weliton,5,41,AdFemFID,0,NA,0,NA,0,NA
2017,832,7900,1,0,2,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,832,8032,2,SA,1,Weliton,2,3,AdFemFID,0,NA,0,NA,0,NA
2017,832,7992,1,0,4,Weliton,3,68,AdFemFID,0,NA,0,NA,0,NA
2018,832,7995,2,0,4,Weliton,4,360,AdFemFID,0,NA,0,NA,0,NA
2018,832,7961,1,0,4,Weliton,5,4,AdFemFID,0,NA,0,NA,0,NA
2017,834,6957,2,LPY,10,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,834,7075,2,LPY,5,Weliton,2,2,AdFemFID,0,NA,0,NA,0,NA
2018,834,7317,1,0,7,Weliton,3,98,AdFemFID,0,NA,0,NA,0,NA
2018,834,7031,2,SA,6,Weliton,4,171,AdFemFID,0,NA,0,NA,0,NA
2018,834,7476,2,0,4,Weliton,5,36,AdFemFID,0,NA,0,NA,0,NA
2019,834,7336,1,0,6,Weliton,6,170,AdFemFID,0,NA,0,NA,0,NA
2017,835,8119,2,0,10,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,835,8031,3,0,15,Weliton,2,22,AdFemFID,0,NA,0,NA,0,NA
2017,835,8036,1,0,10,Weliton,3,17,AdFemFID,0,NA,0,NA,0,NA
2018,835,7931,1,0,6,Weliton,4,179,AdFemFID,0,NA,0,NA,0,NA
2017,839,7739,2,0,7,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,839,8051,1,0,5,Weliton,2,111,AdFemFID,0,NA,0,NA,0,NA
2017,839,7574,1,0,5,Weliton,3,5,AdFemFID,0,NA,0,NA,0,NA
2018,839,7576,1,0,6,Weliton,4,96,AdFemFID,0,NA,0,NA,0,NA
2018,839,7853,3,0,7,Weliton,5,194,AdFemFID,0,NA,0,NA,0,NA
2018,839,7663,1,0,5,Weliton,6,4,AdFemFID,0,NA,0,NA,0,NA
2017,847,8098,3,0,9,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,847,8027,2,0,8,Weliton,2,20,AdFemFID,0,NA,0,NA,0,NA
2018,847,7817,1,RegPY,7,Weliton,3,350,AdFemFID,0,NA,0,NA,0,NA
2018,847,8052,1,RegPY,8,Weliton,4,29,AdFemFID,0,NA,0,NA,0,NA
2017,851,7931,2,0,4,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,851,7948,2,0,3,Weliton,2,99,AdFemFID,0,NA,0,NA,0,NA
2018,851,7409,1,0,2,Weliton,3,98,AdFemFID,0,NA,0,NA,0,NA
2018,851,8050,2,0,6,Weliton,4,176,AdFemFID,0,NA,0,NA,0,NA
2018,851,7768,2,0,4,Weliton,5,14,AdFemFID,0,NA,0,NA,0,NA
2019,851,7579,1,0,5,Carolina,6,160,AdFemFID,0,NA,0,NA,0,NA
2019,851,7992,2,0,3,Weliton,7,1,AdFemFID,0,NA,0,NA,0,NA
2019,851,7603,1,0,6,Carolina,8,3,AdFemFID,0,NA,0,NA,0,NA
2019,851,7752,2,0,2,Weliton,9,17,AdFemFID,0,NA,0,NA,0,NA
2017,86,7468,1,0,6,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,86,7351,3,0,7,Weliton,2,16,AdFemFID,0,NA,0,NA,0,NA
2017,86,7422,1,0,8,Weliton,3,51,AdFemFID,0,NA,0,NA,0,NA
2018,86,7280,2,0,5,Weliton,4,128,AdFemFID,0,NA,0,NA,0,NA
2018,86,7366,1,0,9,Weliton,5,2,AdFemFID,0,NA,0,NA,0,NA
2018,86,7245,1,0,5,Weliton,6,154,AdFemFID,0,NA,0,NA,0,NA
2018,86,7460,2,0,9,Weliton,7,49,AdFemFID,0,NA,0,NA,0,NA
2019,86,7228,1,0,2,Carolina,8,148,AdFemFID,0,NA,0,NA,0,NA
2019,86,7286,3,0,5,Carolina,9,2,AdFemFID,0,NA,0,NA,0,NA
2017,876,7804,1,0,4,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,876,7777,2,0,3,Weliton,2,17,AdFemFID,0,NA,0,NA,0,NA
2018,876,7728,1,0,1,Weliton,3,196,AdFemFID,0,NA,0,NA,0,NA
2017,888,7546,2,0,4,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,888,7604,1,0,4,Weliton,2,22,AdFemFID,0,NA,0,NA,0,NA
2018,888,7219,1,0,3,Weliton,3,181,AdFemFID,0,NA,0,NA,0,NA
2018,888,7469,1,RegPY,4,Weliton,4,5,AdFemFID,0,NA,0,NA,0,NA
2018,888,7279,1,0,5,Weliton,5,152,AdFemFID,0,NA,0,NA,0,NA
2018,888,7364,2,0,6,Weliton,6,45,AdFemFID,0,NA,0,NA,0,NA
2019,888,7227,3,0,5,Carolina,7,151,AdFemFID,0,NA,0,NA,0,NA
2019,888,7593,1,0,4,Carolina,8,25,AdFemFID,0,NA,0,NA,0,NA
2017,889,7553,1,0,4,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,889,7977,2,0,2,Weliton,2,39,AdFemFID,0,NA,0,NA,0,NA
2017,889,7589,1,0,2,Weliton,3,36,AdFemFID,0,NA,0,NA,0,NA
2017,889,7943,2,0,4,Weliton,4,14,AdFemFID,0,NA,0,NA,0,NA
2017,89,7285,2,SA,8,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,89,7413,1,0,8,Weliton,2,2,AdFemFID,0,NA,0,NA,0,NA
2017,89,7350,1,0,7,Weliton,3,23,AdFemFID,0,NA,0,NA,0,NA
2018,89,7245,2,0,3,Weliton,4,189,AdFemFID,0,NA,0,NA,0,NA
2018,89,7298,1,0,5,Weliton,5,2,AdFemFID,0,NA,0,NA,0,NA
2018,89,7510,2,0,2,Weliton,6,155,AdFemFID,0,NA,0,NA,0,NA
2018,89,7479,1,0,1,Weliton,7,15,AdFemFID,0,NA,0,NA,0,NA
2018,89,7333,1,0,4,Weliton,8,25,AdFemFID,0,NA,0,NA,0,NA
2019,89,7295,2,0,5,Carolina,9,158,AdFemFID,0,NA,0,NA,0,NA
2019,89,7338,3,0,2,Carolina,10,20,AdFemFID,0,NA,0,NA,0,NA
2019,89,7577,2,0,6,Carolina,11,1,AdFemFID,0,NA,0,NA,0,NA
2017,892,7352,1,0,6,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,892,7233,2,0,5,Weliton,2,2,AdFemFID,0,NA,0,NA,0,NA
2017,892,7485,1,0,7,Weliton,3,20,AdFemFID,0,NA,0,NA,0,NA
2018,892,7538,1,0,4,Weliton,4,190,AdFemFID,0,NA,0,NA,0,NA
2018,892,7275,1,0,4,Weliton,5,3,AdFemFID,0,NA,0,NA,0,NA
2018,892,7441,3,0,4,Weliton,6,155,AdFemFID,0,NA,0,NA,0,NA
2018,892,7424,1,0,4,Weliton,7,16,AdFemFID,0,NA,0,NA,0,NA
2018,892,7435,1,0,4,Weliton,8,27,AdFemFID,0,NA,0,NA,0,NA
2019,892,7014,1,0,4,Carolina,9,171,AdFemFID,0,NA,0,NA,0,NA
2019,892,7263,3,0,9,Carolina,10,3,AdFemFID,0,NA,0,NA,0,NA
2018,893,7392,1,0,2,Weliton,4,91,AdFemFID,0,NA,0,NA,0,NA
2018,893,7053,2,0,1,Weliton,5,2,AdFemFID,0,NA,0,NA,0,NA
2018,893,7597,1,0,2,Weliton,6,6,AdFemFID,0,NA,0,NA,0,NA
2018,893,7026,2,0,1,Weliton,7,165,AdFemFID,0,NA,0,NA,0,NA
2018,893,7065,1,0,3,Weliton,8,19,AdFemFID,0,NA,0,NA,0,NA
2018,895,7651,1,0,17,Weliton,4,95,AdFemFID,0,NA,0,NA,0,NA
2018,895,7638,2,0,6,Weliton,5,4,AdFemFID,0,NA,0,NA,0,NA
2018,895,7720,3,0,2,Weliton,6,166,AdFemFID,0,NA,0,NA,0,NA
2018,895,7844,1,0,2,Weliton,7,33,AdFemFID,0,NA,0,NA,0,NA
2019,895,7561,1,0,3,Weliton,8,146,AdFemFID,0,NA,0,NA,0,NA
2019,895,7775,3,0,5,Weliton,9,18,AdFemFID,0,NA,0,NA,0,NA
2017,897,7513,3,0,0.5,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,897,7582,1,0,1,Weliton,2,5,AdFemFID,0,NA,0,NA,0,NA
2017,897,7645,1,0,3,Weliton,3,13,AdFemFID,0,NA,0,NA,0,NA
2017,897,7603,1,0,1,Weliton,4,60,AdFemFID,0,NA,0,NA,0,NA
2018,897,7573,1,RegPY,2,Weliton,5,139,AdFemFID,0,NA,0,NA,0,NA
2018,897,7312,1,LPY,2,Weliton,6,162,AdFemFID,0,NA,0,NA,0,NA
2018,897,7392,2,LPY,2,Weliton,7,29,AdFemFID,0,NA,0,NA,0,NA
2019,897,7342,2,SA,2,Carolina,8,154,AdFemFID,0,NA,0,NA,0,NA
2019,897,7482,2,SA,4,Carolina,9,17,AdFemFID,0,NA,0,NA,0,NA
2018,901,8124,3,0,8,Weliton,5,142,AdFemFID,0,NA,0,NA,0,NA
2018,901,7925,1,0,8,Weliton,6,7,AdFemFID,0,NA,0,NA,0,NA
2018,901,7959,2,0,12,Weliton,7,164,AdFemFID,0,NA,0,NA,0,NA
2018,901,8039,3,0,9,Weliton,8,5,AdFemFID,0,NA,0,NA,0,NA
2018,901,8053,3,0,9,Weliton,9,20,AdFemFID,0,NA,0,NA,0,NA
2019,901,8153,3,0,6,Weliton,10,158,AdFemFID,0,NA,0,NA,0,NA
2019,901,7950,2,0,12,Weliton,11,16,AdFemFID,0,NA,0,NA,0,NA
2017,902,8063,1,0,2,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,902,7867,1,0,4,Weliton,2,6,AdFemFID,0,NA,0,NA,0,NA
2017,902,7919,1,0,1,Weliton,3,7,AdFemFID,0,NA,0,NA,0,NA
2017,902,7881,1,0,5,Weliton,4,53,AdFemFID,0,NA,0,NA,0,NA
2018,902,7922,1,0,4,Weliton,5,285,AdFemFID,0,NA,0,NA,0,NA
2018,902,7689,1,0,4,Weliton,6,15,AdFemFID,0,NA,0,NA,0,NA
2018,902,7888,2,0,4,Weliton,7,4,AdFemFID,0,NA,0,NA,0,NA
2019,902,7985,3,0,17,Carolina,8,178,AdFemFID,0,NA,0,NA,0,NA
2017,906,7956,4,LPY,11,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,906,7602,1,LPY,8,Weliton,2,22,AdFemFID,0,NA,0,NA,0,NA
2017,906,7638,2,LPY,10,Weliton,3,15,AdFemFID,0,NA,0,NA,0,NA
2018,906,8050,1,0,3,Weliton,4,184,AdFemFID,0,NA,0,NA,0,NA
2018,906,7580,1,0,4,Weliton,5,186,AdFemFID,0,NA,0,NA,0,NA
2018,906,7711,1,0,4,Weliton,6,7,AdFemFID,0,NA,0,NA,0,NA
2019,906,7567,2,0,11,Carolina,7,171,AdFemFID,0,NA,0,NA,0,NA
2019,906,7955,1,0,6,Carolina,8,3,AdFemFID,0,NA,0,NA,0,NA
2018,908,7600,2,0,5,Weliton,5,355,AdFemFID,0,NA,0,NA,0,NA
2018,908,7784,1,0,5,Weliton,6,29,AdFemFID,0,NA,0,NA,0,NA
2019,908,7614,3,0,3,Weliton,7,149,AdFemFID,0,NA,0,NA,0,NA
2019,908,7727,1,0,6,Weliton,8,18,AdFemFID,0,NA,0,NA,0,NA
2018,909,7056,1,0,0.5,Weliton,4,185,AdFemFID,0,NA,0,NA,0,NA
2018,909,7241,1,0,1,Weliton,5,152,AdFemFID,0,NA,0,NA,0,NA
2018,909,7349,1,0,1,Weliton,6,15,AdFemFID,0,NA,0,NA,0,NA
2019,909,7621,1,0,2,Weliton,7,182,AdFemFID,0,NA,0,NA,0,NA
2019,909,7579,1,0,1,Weliton,8,19,AdFemFID,0,NA,0,NA,0,NA
2017,913,8004,2,0,7,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,913,7887,2,SA,7,Weliton,2,98,AdFemFID,0,NA,0,NA,0,NA
2017,913,8010,1,0,6,Weliton,3,5,AdFemFID,0,NA,0,NA,0,NA
2018,913,8135,2,0,7,Weliton,4,94,AdFemFID,0,NA,0,NA,0,NA
2018,913,8016,1,0,4,Weliton,5,168,AdFemFID,0,NA,0,NA,0,NA
2018,913,7790,3,SA,6,Weliton,6,33,AdFemFID,0,NA,0,NA,0,NA
2018,913,7705,1,0,5,Weliton,7,18,AdFemFID,0,NA,0,NA,0,NA
2019,913,7976,1,0,9,Carolina,8,135,AdFemFID,0,NA,0,NA,0,NA
2019,913,7706,2,0,30,Carolina,9,22,AdFemFID,0,NA,0,NA,0,NA
2018,914,7889,1,0,5,Weliton,6,290,AdFemFID,0,NA,0,NA,0,NA
2018,914,7649,2,0,7,Weliton,7,4,AdFemFID,0,NA,0,NA,0,NA
2019,914,7424,4,0,8,Weliton,8,152,AdFemFID,0,NA,0,NA,0,NA
2019,914,7855,2,0,10,Weliton,9,18,AdFemFID,0,NA,0,NA,0,NA
2017,915,7933,3,LPY,17,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,915,8010,2,LPY,8,Weliton,2,1,AdFemFID,0,NA,0,NA,0,NA
2017,915,8153,2,LPY,5,Weliton,3,17,AdFemFID,0,NA,0,NA,0,NA
2017,915,7954,1,LPY,9,Weliton,4,55,AdFemFID,0,NA,0,NA,0,NA
2017,915,7862,1,LPY,6,Weliton,5,11,AdFemFID,0,NA,0,NA,0,NA
2017,917,8023,3,LPY,5,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,917,8047,1,LPY,6,Weliton,2,0,AdFemFID,0,NA,0,NA,0,NA
2017,917,8198,5,LPY,10,Weliton,3,19,AdFemFID,0,NA,0,NA,0,NA
2017,917,7986,2,RegPY,8,Weliton,4,12,AdFemFID,0,NA,0,NA,0,NA
2018,917,8308,2,0,8,Weliton,5,193,AdFemFID,0,NA,0,NA,0,NA
2018,917,8028,1,RegPY,10,Weliton,6,160,AdFemFID,0,NA,0,NA,0,NA
2018,917,7905,1,LPY,5,Weliton,7,24,AdFemFID,0,NA,0,NA,0,NA
2018,917,8206,3,LPY,10,Weliton,8,14,AdFemFID,0,NA,0,NA,0,NA
2019,917,8025,3,SA,16,Carolina,9,163,AdFemFID,0,NA,0,NA,0,NA
2019,917,8008,2,SA,9,Carolina,10,6,AdFemFID,0,NA,0,NA,0,NA
2018,918,8267,2,0,12,Weliton,3,140,AdFemFID,0,NA,0,NA,0,NA
2018,918,7920,1,0,15,Weliton,4,168,AdFemFID,0,NA,0,NA,0,NA
2018,918,7838,2,0,8,Weliton,5,35,AdFemFID,0,NA,0,NA,0,NA
2019,918,8274,4,0,9,Weliton,6,148,AdFemFID,0,NA,0,NA,0,NA
2019,918,8244,2,0,10,Weliton,7,22,AdFemFID,0,NA,0,NA,0,NA
2017,919,8071,2,0,10,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,919,8324,1,0,10,Weliton,2,73,AdFemFID,0,NA,0,NA,0,NA
2018,921,6999,2,0,9,Weliton,4,91,AdFemFID,0,NA,0,NA,0,NA
2018,921,7677,1,0,2,Weliton,5,4,AdFemFID,0,NA,0,NA,0,NA
2018,921,7250,3,0,1,Weliton,6,150,AdFemFID,0,NA,0,NA,0,NA
2018,921,7339,2,0,2,Weliton,7,18,AdFemFID,0,NA,0,NA,0,NA
2019,921,7336,1,0,4,Weliton,8,179,AdFemFID,0,NA,0,NA,0,NA
2019,921,7526,1,0,1,Weliton,9,18,AdFemFID,0,NA,0,NA,0,NA
2018,923,7394,1,0,2,Weliton,3,183,AdFemFID,0,NA,0,NA,0,NA
2018,923,7056,1,0,7,Weliton,4,2,AdFemFID,0,NA,0,NA,0,NA
2018,923,7513,1,0,3,Weliton,5,1,AdFemFID,0,NA,0,NA,0,NA
2018,923,7420,1,0,7,Weliton,6,151,AdFemFID,0,NA,0,NA,0,NA
2018,923,7418,1,0,3,Weliton,7,15,AdFemFID,0,NA,0,NA,0,NA
2019,923,7508,1,0,3,Weliton,8,179,AdFemFID,0,NA,0,NA,0,NA
2019,923,8098,1,0,16,Weliton,9,23,AdFemFID,0,NA,0,NA,0,NA
2019,923,7252,4,0,1,Weliton,10,1,AdFemFID,0,NA,0,NA,0,NA
2018,924,7332,2,0,4,Weliton,3,104,AdFemFID,0,NA,0,NA,0,NA
2018,924,7326,1,0,6,Weliton,4,167,AdFemFID,0,NA,0,NA,0,NA
2018,924,7429,2,0,4,Weliton,5,19,AdFemFID,0,NA,0,NA,0,NA
2019,924,7437,3,0,2,Weliton,6,160,AdFemFID,0,NA,0,NA,0,NA
2019,924,7454,1,0,6,Weliton,7,22,AdFemFID,0,NA,0,NA,0,NA
2018,928,7547,1,0,5,Weliton,4,93,AdFemFID,0,NA,0,NA,0,NA
2018,928,7598,1,0,7,Weliton,5,4,AdFemFID,0,NA,0,NA,0,NA
2018,928,7772,1,0,5,Weliton,6,166,AdFemFID,0,NA,0,NA,0,NA
2018,928,7621,1,0,8,Weliton,7,26,AdFemFID,0,NA,0,NA,0,NA
2019,928,7930,1,0,3,Weliton,8,157,AdFemFID,0,NA,0,NA,0,NA
2019,928,7755,3,0,3,Weliton,9,20,AdFemFID,0,NA,0,NA,0,NA
2018,931,8237,2,0,20,Weliton,3,312,AdFemFID,0,NA,0,NA,0,NA
2018,931,8033,1,0,7,Weliton,4,33,AdFemFID,0,NA,0,NA,0,NA
2019,931,8094,3,0,6,Weliton,5,148,AdFemFID,0,NA,0,NA,0,NA
