Year,YoungID,MotherID,East,GroupSize,RelFemAlong,FIDJuv,Observer,Sex,AgeatObs,TestNumber,DifferenceDays,DataFile,FIDAdFem
2018,0,635,7549,2,RegPY,NA,Weliton,0,0,5,3,AdFemFID,4
2018,0,635,7404,2,RegPY,NA,Weliton,0,0,6,150,AdFemFID,2
2018,0,635,7244,1,RegPY,NA,Weliton,0,0,7,1,AdFemFID,5
2018,0,635,7382,1,LPY,NA,Weliton,0,0,8,34,AdFemFID,14
2018,0,635,7449,1,LPY,NA,Weliton,0,0,9,6,AdFemFID,4
2019,0,635,7492,1,0,NA,Carolina,0,0,10,156,AdFemFID,5
2019,0,635,7463,4,SA,NA,Carolina,0,0,11,2,AdFemFID,20
2019,0,635,7405,2,SA,NA,Carolina,0,0,12,19,AdFemFID,7
2017,0,64,7936,1,0,NA,Weliton,0,0,1,500,AdFemFID,6
2017,0,64,8019,1,0,NA,Weliton,0,0,2,3,AdFemFID,9
2017,0,64,8303,1,0,NA,Weliton,0,0,3,45,AdFemFID,12
2018,0,64,7054,1,0,NA,Weliton,0,0,4,91,AdFemFID,16
2018,0,64,7992,1,0,NA,Weliton,0,0,5,10,AdFemFID,5
2017,0,643,8026,4,0,NA,Weliton,0,0,1,500,AdFemFID,11
2017,0,643,7851,1,0,NA,Weliton,0,0,2,74,AdFemFID,7
2018,0,643,8219,1,0,NA,Weliton,0,0,3,140,AdFemFID,3
2018,0,643,8103,3,0,NA,Weliton,0,0,4,168,AdFemFID,8
2018,0,643,7942,1,0,NA,Weliton,0,0,5,13,AdFemFID,4
2018,0,643,7937,1,0,NA,Weliton,0,0,6,12,AdFemFID,6
2019,0,643,8023,2,0,NA,Carolina,0,0,7,178,AdFemFID,4
2017,0,645,8252,3,0,NA,Weliton,0,0,1,500,AdFemFID,10
2017,0,645,8076,2,0,NA,Weliton,0,0,2,68,AdFemFID,8
2017,0,645,7930,1,0,NA,Weliton,0,0,3,7,AdFemFID,9
2018,0,645,8094,2,LPY,NA,Weliton,0,0,4,149,AdFemFID,13
2018,0,645,7923,1,RegPY,NA,Weliton,0,0,5,159,AdFemFID,12
2018,0,645,8081,2,RegPY,NA,Weliton,0,0,6,35,AdFemFID,8
2019,0,645,8007,1,0,NA,Carolina,0,0,7,148,AdFemFID,6
2019,0,645,8076,2,SA,NA,Carolina,0,0,8,20,AdFemFID,5
2019,0,645,8179,3,SA,NA,Carolina,0,0,9,0,AdFemFID,5
2019,0,645,8160,3,SA,NA,Carolina,0,0,10,1,AdFemFID,9
2019,0,645,8243,2,SA,NA,Carolina,0,0,11,2,AdFemFID,5
2017,0,647,7923,1,RegPY,NA,Weliton,0,0,1,500,AdFemFID,5
2017,0,647,7604,1,LPY,NA,Weliton,0,0,2,24,AdFemFID,6
2017,0,647,7942,1,LPY,NA,Weliton,0,0,3,12,AdFemFID,11
2018,0,647,7951,1,0,NA,Weliton,0,0,4,182,AdFemFID,4
2018,0,647,7776,2,0,NA,Weliton,0,0,5,153,AdFemFID,7
2018,0,647,7987,2,SA,NA,Weliton,0,0,6,40,AdFemFID,5
2019,0,647,7843,1,0,NA,Weliton,0,0,7,154,AdFemFID,6
2019,0,647,7979,4,0,NA,Carolina,0,0,8,21,AdFemFID,9
2019,0,647,8122,2,0,NA,Carolina,0,0,9,2,AdFemFID,6
2019,0,647,7985,2,0,NA,Carolina,0,0,10,1,AdFemFID,9
2017,0,666,7087,2,LPY,NA,Weliton,0,0,1,500,AdFemFID,3
2017,0,666,7374,3,LPY,NA,Weliton,0,0,2,5,AdFemFID,1
2017,0,666,7471,2,LPY,NA,Weliton,0,0,3,2,AdFemFID,4
2018,0,666,6994,2,SA,NA,Weliton,0,0,4,185,AdFemFID,5
2017,0,679,7816,4,RegPY,NA,Weliton,0,0,1,500,AdFemFID,5
2017,0,679,7550,2,LPY,NA,Weliton,0,0,2,32,AdFemFID,7
2017,0,679,7500,2,LPY,NA,Weliton,0,0,3,4,AdFemFID,13
2017,0,679,7966,1,LPY,NA,Weliton,0,0,4,3,AdFemFID,10
2017,0,680,8007,1,0,NA,Weliton,0,0,1,500,AdFemFID,6
2017,0,680,7923,2,0,NA,Weliton,0,0,2,71,AdFemFID,10
2018,0,680,8010,2,LPY,NA,Weliton,0,0,3,311,AdFemFID,5
2018,0,680,7977,2,LPY,NA,Weliton,0,0,4,7,AdFemFID,5
2018,0,680,7584,1,LPY,NA,Weliton,0,0,5,18,AdFemFID,4
2019,0,680,7497,3,SA,NA,Carolina,0,0,6,157,AdFemFID,13
2017,0,718,7767,1,RegPY,NA,Weliton,0,0,1,500,AdFemFID,8
2017,0,718,7600,3,LPY,NA,Weliton,0,0,2,6,AdFemFID,10
2017,0,718,7486,2,RegPY,NA,Weliton,0,0,3,26,AdFemFID,7
2018,0,718,7464,1,0,NA,Weliton,0,0,4,175,AdFemFID,4
2018,0,718,7574,1,0,NA,Weliton,0,0,5,10,AdFemFID,6
2018,0,718,7472,1,0,NA,Weliton,0,0,6,147,AdFemFID,4
2018,0,718,7290,1,0,NA,Weliton,0,0,7,2,AdFemFID,1
2018,0,718,7838,1,0,NA,Weliton,0,0,8,20,AdFemFID,4
2017,0,729,7656,1,0,NA,Weliton,0,0,1,500,AdFemFID,2
2017,0,729,7547,1,0,NA,Weliton,0,0,2,8,AdFemFID,6
2017,0,729,7616,3,SA,NA,Weliton,0,0,3,28,AdFemFID,5
2017,0,731,7732,2,SA,NA,Weliton,0,0,1,500,AdFemFID,4
2017,0,731,7959,2,RegPY,NA,Weliton,0,0,2,7,AdFemFID,4
2017,0,731,7957,1,RegPY,NA,Weliton,0,0,3,17,AdFemFID,7
2017,0,731,7989,1,RegPY,NA,Weliton,0,0,4,8,AdFemFID,10
2018,0,731,8038,2,0,NA,Weliton,0,0,5,193,AdFemFID,2
2018,0,731,7976,2,SA,NA,Weliton,0,0,6,164,AdFemFID,2
2018,0,731,7974,2,SA,NA,Weliton,0,0,7,28,AdFemFID,8
2019,0,731,8028,4,SA,NA,Carolina,0,0,8,170,AdFemFID,4
2019,0,731,8021,3,SA,NA,Carolina,0,0,9,2,AdFemFID,4
2017,0,734,8462,2,0,NA,Weliton,0,0,1,500,AdFemFID,6
2017,0,734,8222,3,SA,NA,Weliton,0,0,2,18,AdFemFID,9
2017,0,734,8052,2,SA,NA,Weliton,0,0,3,20,AdFemFID,12
2017,0,734,8254,1,0,NA,Weliton,0,0,4,1,AdFemFID,6
2017,0,734,8101,3,SA,NA,Weliton,0,0,5,28,AdFemFID,6
2018,0,734,8320,1,0,NA,Weliton,0,0,6,156,AdFemFID,5
2018,0,734,8254,1,0,NA,Weliton,0,0,7,161,AdFemFID,9
2018,0,734,7990,2,0,NA,Weliton,0,0,8,33,AdFemFID,8
2019,0,734,8152,1,0,NA,Carolina,0,0,9,149,AdFemFID,5
2019,0,734,8287,1,0,NA,Carolina,0,0,10,19,AdFemFID,4
2019,0,734,8060,1,0,NA,Carolina,0,0,11,1,AdFemFID,2
2019,0,734,8081,1,0,NA,Carolina,0,0,12,2,AdFemFID,6
2017,0,743,7545,2,RegPY,NA,Weliton,0,0,1,500,AdFemFID,4
2017,0,743,7585,1,RegPY,NA,Weliton,0,0,2,19,AdFemFID,13
2017,0,743,7569,1,RegPY,NA,Weliton,0,0,3,17,AdFemFID,5
2017,0,743,7485,1,LPY,NA,Weliton,0,0,4,46,AdFemFID,5
2018,0,743,7727,1,0,NA,Weliton,0,0,5,134,AdFemFID,3
2018,0,743,7587,2,0,NA,Weliton,0,0,6,3,AdFemFID,6
2018,0,743,7476,1,0,NA,Weliton,0,0,7,152,AdFemFID,2
2018,0,743,7404,1,0,NA,Weliton,0,0,8,18,AdFemFID,7
2019,0,743,7544,2,0,NA,Carolina,0,0,9,179,AdFemFID,8
2017,0,745,7900,2,SA,NA,Weliton,0,0,1,500,AdFemFID,7
2017,0,745,7699,2,SA,NA,Weliton,0,0,2,104,AdFemFID,6
2018,0,745,7706,1,0,NA,Weliton,0,0,3,116,AdFemFID,4
2018,0,745,7878,1,RegPY,NA,Weliton,0,0,4,150,AdFemFID,7
2018,0,745,7812,2,0,NA,Weliton,0,0,5,37,AdFemFID,4
2018,0,745,7820,1,0,NA,Weliton,0,0,6,3,AdFemFID,7
2019,0,745,7608,2,0,NA,Carolina,0,0,7,152,AdFemFID,4
2019,0,745,7669,4,0,NA,Carolina,0,0,8,3,AdFemFID,8
2019,0,745,7739,1,0,NA,Carolina,0,0,9,24,AdFemFID,3
2017,0,771,7951,1,0,NA,Weliton,0,0,1,500,AdFemFID,7
2017,0,771,7715,1,0,NA,Weliton,0,0,2,32,AdFemFID,8
2018,0,771,7721,2,LPY,NA,Weliton,0,0,3,357,AdFemFID,7
2018,0,771,7968,1,LPY,NA,Weliton,0,0,4,21,AdFemFID,6
2019,0,771,7908,2,SA,NA,Carolina,0,0,5,157,AdFemFID,5
2019,0,771,8034,6,SA,NA,Carolina,0,0,6,17,AdFemFID,4
2017,0,807,7484,2,LPY,NA,Weliton,0,0,1,500,AdFemFID,7
2017,0,807,7611,4,LPY,NA,Weliton,0,0,2,3,AdFemFID,6
2017,0,807,7472,1,LPY,NA,Weliton,0,0,3,10,AdFemFID,7
2018,0,807,7704,2,LPY,NA,Weliton,0,0,4,380,AdFemFID,6
2018,0,807,7362,1,LPY,NA,Weliton,0,0,5,4,AdFemFID,3
2018,0,807,7465,1,LPY,NA,Weliton,0,0,6,15,AdFemFID,4
2019,0,807,7284,2,SA,NA,Carolina,0,0,7,159,AdFemFID,2
2019,0,807,7267,2,SA,NA,Carolina,0,0,8,23,AdFemFID,2
2017,0,811,7259,1,0,NA,Weliton,0,0,1,500,AdFemFID,10
2017,0,811,7390,2,0,NA,Weliton,0,0,2,30,AdFemFID,11
2017,0,816,7999,3,LPY,NA,Weliton,0,0,1,500,AdFemFID,17
2017,0,821,7411,4,0,NA,Weliton,0,0,1,500,AdFemFID,6
2017,0,821,7516,2,0,NA,Weliton,0,0,2,28,AdFemFID,3
2017,0,821,7345,2,0,NA,Weliton,0,0,3,1,AdFemFID,2
2018,0,821,7343,1,0,NA,Weliton,0,0,4,181,AdFemFID,5
2018,0,821,7575,1,0,NA,Weliton,0,0,5,8,AdFemFID,6
2017,0,824,8001,2,SA,NA,Weliton,0,0,1,500,AdFemFID,9
2017,0,824,7990,5,SA,NA,Weliton,0,0,2,19,AdFemFID,8
2017,0,824,7672,2,0,NA,Weliton,0,0,3,46,AdFemFID,15
2018,0,824,7751,3,LPY,NA,Weliton,0,0,4,308,AdFemFID,13
2018,0,824,7995,2,LPY,NA,Weliton,0,0,5,4,AdFemFID,7
2018,0,824,7665,2,LPY,NA,Weliton,0,0,6,18,AdFemFID,6
2019,0,824,7652,2,SA,NA,Carolina,0,0,7,175,AdFemFID,14
2017,0,827,8186,1,RegPY,NA,Weliton,0,0,1,500,AdFemFID,11
2017,0,827,8134,1,LPY,NA,Weliton,0,0,2,55,AdFemFID,12
2017,0,827,8363,2,LPY,NA,Weliton,0,0,3,51,AdFemFID,3
2017,0,827,8524,2,LPY,NA,Weliton,0,0,4,1,AdFemFID,11
2018,0,827,8151,3,LPY,NA,Weliton,0,0,5,260,AdFemFID,11
2018,0,827,8165,2,LPY,NA,Weliton,0,0,6,22,AdFemFID,6
2018,0,827,7832,1,LPY,NA,Weliton,0,0,7,2,AdFemFID,8
2019,0,827,8469,3,SA,NA,Carolina,0,0,8,180,AdFemFID,10
2019,0,827,8132,3,0,NA,Weliton,0,0,9,3,AdFemFID,8
2017,0,831,8009,2,0,NA,Weliton,0,0,1,500,AdFemFID,6
2017,0,831,7776,1,RegPY,NA,Weliton,0,0,2,79,AdFemFID,10
2018,0,831,7610,1,0,NA,Weliton,0,0,3,140,AdFemFID,3
2018,0,831,7646,2,0,NA,Weliton,0,0,4,152,AdFemFID,11
2018,0,831,7840,1,RegPY,NA,Weliton,0,0,5,41,AdFemFID,3
2017,0,832,7900,1,0,NA,Weliton,0,0,1,500,AdFemFID,2
2017,0,832,8032,2,SA,NA,Weliton,0,0,2,3,AdFemFID,1
2017,0,832,7992,1,0,NA,Weliton,0,0,3,68,AdFemFID,4
2018,0,832,7995,2,0,NA,Weliton,0,0,4,360,AdFemFID,4
2018,0,832,7961,1,0,NA,Weliton,0,0,5,4,AdFemFID,4
2017,0,834,6957,2,LPY,NA,Weliton,0,0,1,500,AdFemFID,10
2017,0,834,7075,2,LPY,NA,Weliton,0,0,2,2,AdFemFID,5
2018,0,834,7317,1,0,NA,Weliton,0,0,3,98,AdFemFID,7
2018,0,834,7031,2,SA,NA,Weliton,0,0,4,171,AdFemFID,6
2018,0,834,7476,2,0,NA,Weliton,0,0,5,36,AdFemFID,4
2019,0,834,7336,1,0,NA,Weliton,0,0,6,170,AdFemFID,6
2017,0,835,8119,2,0,NA,Weliton,0,0,1,500,AdFemFID,10
2017,0,835,8031,3,0,NA,Weliton,0,0,2,22,AdFemFID,15
2017,0,835,8036,1,0,NA,Weliton,0,0,3,17,AdFemFID,10
2018,0,835,7931,1,0,NA,Weliton,0,0,4,179,AdFemFID,6
2017,0,839,7739,2,0,NA,Weliton,0,0,1,500,AdFemFID,7
2017,0,839,8051,1,0,NA,Weliton,0,0,2,111,AdFemFID,5
2017,0,839,7574,1,0,NA,Weliton,0,0,3,5,AdFemFID,5
2018,0,839,7576,1,0,NA,Weliton,0,0,4,96,AdFemFID,6
2018,0,839,7853,3,0,NA,Weliton,0,0,5,194,AdFemFID,7
2018,0,839,7663,1,0,NA,Weliton,0,0,6,4,AdFemFID,5
2017,0,847,8098,3,0,NA,Weliton,0,0,1,500,AdFemFID,9
2017,0,847,8027,2,0,NA,Weliton,0,0,2,20,AdFemFID,8
2018,0,847,7817,1,RegPY,NA,Weliton,0,0,3,350,AdFemFID,7
2018,0,847,8052,1,RegPY,NA,Weliton,0,0,4,29,AdFemFID,8
2017,0,851,7931,2,0,NA,Weliton,0,0,1,500,AdFemFID,4
2017,0,851,7948,2,0,NA,Weliton,0,0,2,99,AdFemFID,3
2018,0,851,7409,1,0,NA,Weliton,0,0,3,98,AdFemFID,2
2018,0,851,8050,2,0,NA,Weliton,0,0,4,176,AdFemFID,6
2018,0,851,7768,2,0,NA,Weliton,0,0,5,14,AdFemFID,4
2019,0,851,7579,1,0,NA,Carolina,0,0,6,160,AdFemFID,5
2019,0,851,7992,2,0,NA,Weliton,0,0,7,1,AdFemFID,3
2019,0,851,7603,1,0,NA,Carolina,0,0,8,3,AdFemFID,6
2019,0,851,7752,2,0,NA,Weliton,0,0,9,17,AdFemFID,2
2017,0,86,7468,1,0,NA,Weliton,0,0,1,500,AdFemFID,6
2017,0,86,7351,3,0,NA,Weliton,0,0,2,16,AdFemFID,7
2017,0,86,7422,1,0,NA,Weliton,0,0,3,51,AdFemFID,8
2018,0,86,7280,2,0,NA,Weliton,0,0,4,128,AdFemFID,5
2018,0,86,7366,1,0,NA,Weliton,0,0,5,2,AdFemFID,9
2018,0,86,7245,1,0,NA,Weliton,0,0,6,154,AdFemFID,5
2018,0,86,7460,2,0,NA,Weliton,0,0,7,49,AdFemFID,9
2019,0,86,7228,1,0,NA,Carolina,0,0,8,148,AdFemFID,2
2019,0,86,7286,3,0,NA,Carolina,0,0,9,2,AdFemFID,5
2017,0,876,7804,1,0,NA,Weliton,0,0,1,500,AdFemFID,4
2017,0,876,7777,2,0,NA,Weliton,0,0,2,17,AdFemFID,3
2018,0,876,7728,1,0,NA,Weliton,0,0,3,196,AdFemFID,1
2017,0,888,7546,2,0,NA,Weliton,0,0,1,500,AdFemFID,4
2017,0,888,7604,1,0,NA,Weliton,0,0,2,22,AdFemFID,4
2018,0,888,7219,1,0,NA,Weliton,0,0,3,181,AdFemFID,3
2018,0,888,7469,1,RegPY,NA,Weliton,0,0,4,5,AdFemFID,4
2018,0,888,7279,1,0,NA,Weliton,0,0,5,152,AdFemFID,5
2018,0,888,7364,2,0,NA,Weliton,0,0,6,45,AdFemFID,6
2019,0,888,7227,3,0,NA,Carolina,0,0,7,151,AdFemFID,5
2019,0,888,7593,1,0,NA,Carolina,0,0,8,25,AdFemFID,4
2017,0,889,7553,1,0,NA,Weliton,0,0,1,500,AdFemFID,4
2017,0,889,7977,2,0,NA,Weliton,0,0,2,39,AdFemFID,2
2017,0,889,7589,1,0,NA,Weliton,0,0,3,36,AdFemFID,2
2017,0,889,7943,2,0,NA,Weliton,0,0,4,14,AdFemFID,4
2017,0,89,7285,2,SA,NA,Weliton,0,0,1,500,AdFemFID,8
2017,0,89,7413,1,0,NA,Weliton,0,0,2,2,AdFemFID,8
2017,0,89,7350,1,0,NA,Weliton,0,0,3,23,AdFemFID,7
2018,0,89,7245,2,0,NA,Weliton,0,0,4,189,AdFemFID,3
2018,0,89,7298,1,0,NA,Weliton,0,0,5,2,AdFemFID,5
2018,0,89,7510,2,0,NA,Weliton,0,0,6,155,AdFemFID,2
2018,0,89,7479,1,0,NA,Weliton,0,0,7,15,AdFemFID,1
2018,0,89,7333,1,0,NA,Weliton,0,0,8,25,AdFemFID,4
2019,0,89,7295,2,0,NA,Carolina,0,0,9,158,AdFemFID,5
2019,0,89,7338,3,0,NA,Carolina,0,0,10,20,AdFemFID,2
2019,0,89,7577,2,0,NA,Carolina,0,0,11,1,AdFemFID,6
2017,0,892,7352,1,0,NA,Weliton,0,0,1,500,AdFemFID,6
2017,0,892,7233,2,0,NA,Weliton,0,0,2,2,AdFemFID,5
2017,0,892,7485,1,0,NA,Weliton,0,0,3,20,AdFemFID,7
2018,0,892,7538,1,0,NA,Weliton,0,0,4,190,AdFemFID,4
2018,0,892,7275,1,0,NA,Weliton,0,0,5,3,AdFemFID,4
2018,0,892,7441,3,0,NA,Weliton,0,0,6,155,AdFemFID,4
2018,0,892,7424,1,0,NA,Weliton,0,0,7,16,AdFemFID,4
2018,0,892,7435,1,0,NA,Weliton,0,0,8,27,AdFemFID,4
2019,0,892,7014,1,0,NA,Carolina,0,0,9,171,AdFemFID,4
2019,0,892,7263,3,0,NA,Carolina,0,0,10,3,AdFemFID,9
2018,0,893,7392,1,0,NA,Weliton,0,0,4,91,AdFemFID,2
2018,0,893,7053,2,0,NA,Weliton,0,0,5,2,AdFemFID,1
2018,0,893,7597,1,0,NA,Weliton,0,0,6,6,AdFemFID,2
2018,0,893,7026,2,0,NA,Weliton,0,0,7,165,AdFemFID,1
2018,0,893,7065,1,0,NA,Weliton,0,0,8,19,AdFemFID,3
2018,0,895,7651,1,0,NA,Weliton,0,0,4,95,AdFemFID,17
2018,0,895,7638,2,0,NA,Weliton,0,0,5,4,AdFemFID,6
2018,0,895,7720,3,0,NA,Weliton,0,0,6,166,AdFemFID,2
2018,0,895,7844,1,0,NA,Weliton,0,0,7,33,AdFemFID,2
2019,0,895,7561,1,0,NA,Weliton,0,0,8,146,AdFemFID,3
2019,0,895,7775,3,0,NA,Weliton,0,0,9,18,AdFemFID,5
2017,0,897,7513,3,0,NA,Weliton,0,0,1,500,AdFemFID,0.5
2017,0,897,7582,1,0,NA,Weliton,0,0,2,5,AdFemFID,1
2017,0,897,7645,1,0,NA,Weliton,0,0,3,13,AdFemFID,3
2017,0,897,7603,1,0,NA,Weliton,0,0,4,60,AdFemFID,1
2018,0,897,7573,1,RegPY,NA,Weliton,0,0,5,139,AdFemFID,2
2018,0,897,7312,1,LPY,NA,Weliton,0,0,6,162,AdFemFID,2
2018,0,897,7392,2,LPY,NA,Weliton,0,0,7,29,AdFemFID,2
2019,0,897,7342,2,SA,NA,Carolina,0,0,8,154,AdFemFID,2
2019,0,897,7482,2,SA,NA,Carolina,0,0,9,17,AdFemFID,4
2018,0,901,8124,3,0,NA,Weliton,0,0,5,142,AdFemFID,8
2018,0,901,7925,1,0,NA,Weliton,0,0,6,7,AdFemFID,8
2018,0,901,7959,2,0,NA,Weliton,0,0,7,164,AdFemFID,12
2018,0,901,8039,3,0,NA,Weliton,0,0,8,5,AdFemFID,9
2018,0,901,8053,3,0,NA,Weliton,0,0,9,20,AdFemFID,9
2019,0,901,8153,3,0,NA,Weliton,0,0,10,158,AdFemFID,6
2019,0,901,7950,2,0,NA,Weliton,0,0,11,16,AdFemFID,12
2017,0,902,8063,1,0,NA,Weliton,0,0,1,500,AdFemFID,2
2017,0,902,7867,1,0,NA,Weliton,0,0,2,6,AdFemFID,4
2017,0,902,7919,1,0,NA,Weliton,0,0,3,7,AdFemFID,1
2017,0,902,7881,1,0,NA,Weliton,0,0,4,53,AdFemFID,5
2018,0,902,7922,1,0,NA,Weliton,0,0,5,285,AdFemFID,4
2018,0,902,7689,1,0,NA,Weliton,0,0,6,15,AdFemFID,4
2018,0,902,7888,2,0,NA,Weliton,0,0,7,4,AdFemFID,4
2019,0,902,7985,3,0,NA,Carolina,0,0,8,178,AdFemFID,17
2017,0,906,7956,4,LPY,NA,Weliton,0,0,1,500,AdFemFID,11
2017,0,906,7602,1,LPY,NA,Weliton,0,0,2,22,AdFemFID,8
2017,0,906,7638,2,LPY,NA,Weliton,0,0,3,15,AdFemFID,10
2018,0,906,8050,1,0,NA,Weliton,0,0,4,184,AdFemFID,3
2018,0,906,7580,1,0,NA,Weliton,0,0,5,186,AdFemFID,4
2018,0,906,7711,1,0,NA,Weliton,0,0,6,7,AdFemFID,4
2019,0,906,7567,2,0,NA,Carolina,0,0,7,171,AdFemFID,11
2019,0,906,7955,1,0,NA,Carolina,0,0,8,3,AdFemFID,6
2018,0,908,7600,2,0,NA,Weliton,0,0,5,355,AdFemFID,5
2018,0,908,7784,1,0,NA,Weliton,0,0,6,29,AdFemFID,5
2019,0,908,7614,3,0,NA,Weliton,0,0,7,149,AdFemFID,3
2019,0,908,7727,1,0,NA,Weliton,0,0,8,18,AdFemFID,6
2018,0,909,7056,1,0,NA,Weliton,0,0,4,185,AdFemFID,0.5
2018,0,909,7241,1,0,NA,Weliton,0,0,5,152,AdFemFID,1
2018,0,909,7349,1,0,NA,Weliton,0,0,6,15,AdFemFID,1
2019,0,909,7621,1,0,NA,Weliton,0,0,7,182,AdFemFID,2
2019,0,909,7579,1,0,NA,Weliton,0,0,8,19,AdFemFID,1
2017,0,913,8004,2,0,NA,Weliton,0,0,1,500,AdFemFID,7
2017,0,913,7887,2,SA,NA,Weliton,0,0,2,98,AdFemFID,7
2017,0,913,8010,1,0,NA,Weliton,0,0,3,5,AdFemFID,6
2018,0,913,8135,2,0,NA,Weliton,0,0,4,94,AdFemFID,7
2018,0,913,8016,1,0,NA,Weliton,0,0,5,168,AdFemFID,4
2018,0,913,7790,3,SA,NA,Weliton,0,0,6,33,AdFemFID,6
2018,0,913,7705,1,0,NA,Weliton,0,0,7,18,AdFemFID,5
2019,0,913,7976,1,0,NA,Carolina,0,0,8,135,AdFemFID,9
2019,0,913,7706,2,0,NA,Carolina,0,0,9,22,AdFemFID,30
2018,0,914,7889,1,0,NA,Weliton,0,0,6,290,AdFemFID,5
2018,0,914,7649,2,0,NA,Weliton,0,0,7,4,AdFemFID,7
2019,0,914,7424,4,0,NA,Weliton,0,0,8,152,AdFemFID,8
2019,0,914,7855,2,0,NA,Weliton,0,0,9,18,AdFemFID,10
2017,0,915,7933,3,LPY,NA,Weliton,0,0,1,500,AdFemFID,17
2017,0,915,8010,2,LPY,NA,Weliton,0,0,2,1,AdFemFID,8
2017,0,915,8153,2,LPY,NA,Weliton,0,0,3,17,AdFemFID,5
2017,0,915,7954,1,LPY,NA,Weliton,0,0,4,55,AdFemFID,9
2017,0,915,7862,1,LPY,NA,Weliton,0,0,5,11,AdFemFID,6
2017,0,917,8023,3,LPY,NA,Weliton,0,0,1,500,AdFemFID,5
2017,0,917,8047,1,LPY,NA,Weliton,0,0,2,0,AdFemFID,6
2017,0,917,8198,5,LPY,NA,Weliton,0,0,3,19,AdFemFID,10
2017,0,917,7986,2,RegPY,NA,Weliton,0,0,4,12,AdFemFID,8
2018,0,917,8308,2,0,NA,Weliton,0,0,5,193,AdFemFID,8
2018,0,917,8028,1,RegPY,NA,Weliton,0,0,6,160,AdFemFID,10
2018,0,917,7905,1,LPY,NA,Weliton,0,0,7,24,AdFemFID,5
2018,0,917,8206,3,LPY,NA,Weliton,0,0,8,14,AdFemFID,10
2019,0,917,8025,3,SA,NA,Carolina,0,0,9,163,AdFemFID,16
2019,0,917,8008,2,SA,NA,Carolina,0,0,10,6,AdFemFID,9
2018,0,918,8267,2,0,NA,Weliton,0,0,3,140,AdFemFID,12
2018,0,918,7920,1,0,NA,Weliton,0,0,4,168,AdFemFID,15
2018,0,918,7838,2,0,NA,Weliton,0,0,5,35,AdFemFID,8
2019,0,918,8274,4,0,NA,Weliton,0,0,6,148,AdFemFID,9
2019,0,918,8244,2,0,NA,Weliton,0,0,7,22,AdFemFID,10
2017,0,919,8071,2,0,NA,Weliton,0,0,1,500,AdFemFID,10
2017,0,919,8324,1,0,NA,Weliton,0,0,2,73,AdFemFID,10
2018,0,921,6999,2,0,NA,Weliton,0,0,4,91,AdFemFID,9
2018,0,921,7677,1,0,NA,Weliton,0,0,5,4,AdFemFID,2
2018,0,921,7250,3,0,NA,Weliton,0,0,6,150,AdFemFID,1
2018,0,921,7339,2,0,NA,Weliton,0,0,7,18,AdFemFID,2
2019,0,921,7336,1,0,NA,Weliton,0,0,8,179,AdFemFID,4
2019,0,921,7526,1,0,NA,Weliton,0,0,9,18,AdFemFID,1
2018,0,923,7394,1,0,NA,Weliton,0,0,3,183,AdFemFID,2
2018,0,923,7056,1,0,NA,Weliton,0,0,4,2,AdFemFID,7
2018,0,923,7513,1,0,NA,Weliton,0,0,5,1,AdFemFID,3
2018,0,923,7420,1,0,NA,Weliton,0,0,6,151,AdFemFID,7
2018,0,923,7418,1,0,NA,Weliton,0,0,7,15,AdFemFID,3
2019,0,923,7508,1,0,NA,Weliton,0,0,8,179,AdFemFID,3
2019,0,923,8098,1,0,NA,Weliton,0,0,9,23,AdFemFID,16
2019,0,923,7252,4,0,NA,Weliton,0,0,10,1,AdFemFID,1
2018,0,924,7332,2,0,NA,Weliton,0,0,3,104,AdFemFID,4
2018,0,924,7326,1,0,NA,Weliton,0,0,4,167,AdFemFID,6
2018,0,924,7429,2,0,NA,Weliton,0,0,5,19,AdFemFID,4
2019,0,924,7437,3,0,NA,Weliton,0,0,6,160,AdFemFID,2
2019,0,924,7454,1,0,NA,Weliton,0,0,7,22,AdFemFID,6
2018,0,928,7547,1,0,NA,Weliton,0,0,4,93,AdFemFID,5
2018,0,928,7598,1,0,NA,Weliton,0,0,5,4,AdFemFID,7
2018,0,928,7772,1,0,NA,Weliton,0,0,6,166,AdFemFID,5
2018,0,928,7621,1,0,NA,Weliton,0,0,7,26,AdFemFID,8
2019,0,928,7930,1,0,NA,Weliton,0,0,8,157,AdFemFID,3
2019,0,928,7755,3,0,NA,Weliton,0,0,9,20,AdFemFID,3
2018,0,931,8237,2,0,NA,Weliton,0,0,3,312,AdFemFID,20
2018,0,931,8033,1,0,NA,Weliton,0,0,4,33,AdFemFID,7
2019,0,931,8094,3,0,NA,Weliton,0,0,5,148,AdFemFID,6
2019,0,931,8043,2,0,NA,Carolina,0,0,6,0,AdFemFID,10
2018,0,944,8083,1,0,NA,Weliton,0,0,3,275,AdFemFID,8
2018,0,944,8017,1,0,NA,Weliton,0,0,4,27,AdFemFID,3
2019,0,944,8081,2,0,NA,Weliton,0,0,5,148,AdFemFID,3
2019,0,944,8084,2,0,NA,Weliton,0,0,6,19,AdFemFID,3
2018,0,951,7344,1,0,NA,Weliton,0,0,5,94,AdFemFID,4
2018,0,951,6987,1,0,NA,Weliton,0,0,6,1,AdFemFID,9
2018,0,951,7230,1,0,NA,Weliton,0,0,7,3,AdFemFID,1
2018,0,954,7869,1,0,NA,Weliton,0,0,4,90,AdFemFID,3
